x,y,MAX_TEMPERATURE,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,STATION_NAME,TOTAL_RAIN_FLAG,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY,LOCAL_DATE,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,LOCAL_MONTH,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST_FLAG,SNOW_ON_GROUND,TOTAL_SNOW,ID,MEAN_TEMPERATURE_FLAG,TOTAL_RAIN,CLIMATE_IDENTIFIER,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,PROVINCE_CODE,SPEED_MAX_GUST,DIRECTION_MAX_GUST,TOTAL_PRECIPITATION,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,LOCAL_YEAR,MEAN_TEMPERATURE
-79.395,43.62861111111111,6.9,M,97,,,,TORONTO CITY CENTRE,M,0,64,2008-01-11 00:00:00,11,,1,,,,,6158667.2008.1.11,,,6158667,13.2,,ON,65,25,4,,,2.6,,2008,4.8
-79.395,43.62861111111111,4.8,M,87,,,,TORONTO CITY CENTRE,M,0,61,2008-01-12 00:00:00,12,,1,,,,,6158667.2008.1.12,,,6158667,15.1,,ON,46,26,0,,,0.9,,2008,2.9
-79.395,43.62861111111111,3.3,M,92,,,,TORONTO CITY CENTRE,M,0,83,2008-01-13 00:00:00,13,,1,,,,,6158667.2008.1.13,,,6158667,16.1,,ON,52,8,1,,,0.5,,2008,1.9
-79.395,43.62861111111111,4.7,M,96,,,,TORONTO CITY CENTRE,M,0,73,2008-01-14 00:00:00,14,,1,,,,,6158667.2008.1.14,,,6158667,15.6,,ON,33,23,2.5,,,0.1,,2008,2.4
-79.395,43.62861111111111,0.6,M,92,,,,TORONTO CITY CENTRE,M,0,70,2008-01-15 00:00:00,15,,1,,,,,6158667.2008.1.15,,,6158667,19,,ON,0,0,0.5,,,-2.6,,2008,-1
-79.395,43.62861111111111,1.4,M,76,,,,TORONTO CITY CENTRE,M,0,64,2008-01-16 00:00:00,16,,1,,,,,6158667.2008.1.16,,,6158667,19.7,,ON,0,0,0,,,-4.8,,2008,-1.7
-79.395,43.62861111111111,3.5,M,94,,,,TORONTO CITY CENTRE,M,0,61,2008-01-17 00:00:00,17,,1,,,,,6158667.2008.1.17,,,6158667,16.4,,ON,41,2,1,,,-0.3,,2008,1.6
-79.395,43.62861111111111,3.6,M,94,,,,TORONTO CITY CENTRE,M,0,44,2008-01-18 00:00:00,18,,1,,,,,6158667.2008.1.18,,,6158667,17.8,,ON,76,26,1,,,-3.2,,2008,0.2
-79.395,43.62861111111111,-1.3,M,86,,,,TORONTO CITY CENTRE,M,0,45,2008-01-19 00:00:00,19,,1,,,,,6158667.2008.1.19,,,6158667,24.2,,ON,59,26,0,,,-11,,2008,-6.2
-79.395,43.62861111111111,-7.1,M,74,,,,TORONTO CITY CENTRE,M,0,48,2008-01-20 00:00:00,20,,1,,,,,6158667.2008.1.20,,,6158667,27.5,,ON,72,27,0,,,-11.9,,2008,-9.5
-79.395,43.62861111111111,-4.9,M,76,,,,TORONTO CITY CENTRE,M,0,50,2008-01-21 00:00:00,21,,1,,,,,6158667.2008.1.21,,,6158667,26,,ON,56,24,0,,,-11,,2008,-8
-79.395,43.62861111111111,1.1,M,94,,,,TORONTO CITY CENTRE,M,0,55,2008-01-22 00:00:00,22,,1,,,,,6158667.2008.1.22,,,6158667,20.4,,ON,57,29,0.5,,,-5.9,,2008,-2.4
-79.395,43.62861111111111,-4.4,M,77,,,,TORONTO CITY CENTRE,M,0,53,2008-01-23 00:00:00,23,,1,,,,,6158667.2008.1.23,,,6158667,24.2,,ON,56,24,0,,,-7.9,,2008,-6.2
-79.395,43.62861111111111,-4.5,M,85,,,,TORONTO CITY CENTRE,M,0,47,2008-01-24 00:00:00,24,,1,,,,,6158667.2008.1.24,,,6158667,24.6,,ON,46,3,0,,,-8.6,,2008,-6.6
-79.395,43.62861111111111,-4.3,M,76,,,,TORONTO CITY CENTRE,M,0,56,2008-01-25 00:00:00,25,,1,,,,,6158667.2008.1.25,,,6158667,24.7,,ON,56,26,0,,,-9,,2008,-6.7
-79.395,43.62861111111111,-2.1,M,89,,,,TORONTO CITY CENTRE,M,0,64,2008-01-26 00:00:00,26,,1,,,,,6158667.2008.1.26,,,6158667,22.6,,ON,0,0,0.5,,,-7.1,,2008,-4.6
-79.395,43.62861111111111,0.2,M,90,,,,TORONTO CITY CENTRE,M,0,68,2008-01-27 00:00:00,27,,1,,,,,6158667.2008.1.27,,,6158667,19.8,,ON,0,0,0.5,,,-3.8,,2008,-1.8
-79.395,43.62861111111111,2.5,M,89,,,,TORONTO CITY CENTRE,M,0,66,2008-01-28 00:00:00,28,,1,,,,,6158667.2008.1.28,,,6158667,19.3,,ON,0,0,0.5,,,-5,,2008,-1.3
-79.395,43.62861111111111,5.8,M,98,,,,TORONTO CITY CENTRE,M,0,77,2008-01-29 00:00:00,29,,1,,,,,6158667.2008.1.29,,,6158667,14.1,,ON,33,8,2.5,,,1.9,,2008,3.9
-79.395,43.62861111111111,8.3,M,98,,,,TORONTO CITY CENTRE,M,0,52,2008-01-30 00:00:00,30,,1,,,,,6158667.2008.1.30,,,6158667,18.1,,ON,98,25,3,,,-8.5,,2008,-0.1
-79.395,43.62861111111111,-0.9,M,73,,,,TORONTO CITY CENTRE,M,0,51,2008-01-31 00:00:00,31,,1,,,,,6158667.2008.1.31,,,6158667,23.2,,ON,48,1,0.5,,,-9.4,,2008,-5.2
-79.395,43.62861111111111,0.9,M,100,,,,TORONTO CITY CENTRE,M,0,68,2008-02-01 00:00:00,1,,2,,,,,6158667.2008.2.1,,,6158667,19,,ON,65,8,5.5,,,-2.8,,2008,-1
-79.395,43.62861111111111,0.7,M,87,,,,TORONTO CITY CENTRE,M,0,72,2008-02-02 00:00:00,2,,2,,,,,6158667.2008.2.2,,,6158667,19.1,,ON,39,24,0.5,,,-2.8,,2008,-1.1
-79.395,43.62861111111111,1.8,M,83,,,,TORONTO CITY CENTRE,M,0,69,2008-02-03 00:00:00,3,,2,,,,,6158667.2008.2.3,,,6158667,18,,ON,0,0,0,,,-1.8,,2008,0
-79.395,43.62861111111111,2.7,M,99,,,,TORONTO CITY CENTRE,M,0,69,2008-02-04 00:00:00,4,,2,,,,,6158667.2008.2.4,,,6158667,17.3,,ON,50,8,7,,,-1.3,,2008,0.7
-79.395,43.62861111111111,7.6,M,100,,,,TORONTO CITY CENTRE,M,0,77,2008-02-05 00:00:00,5,,2,,,,,6158667.2008.2.5,,,6158667,14,,ON,41,2,6,,,0.4,,2008,4
-79.395,43.62861111111111,0.7,M,97,,,,TORONTO CITY CENTRE,M,0,80,2008-02-06 00:00:00,6,,2,,,,,6158667.2008.2.6,,,6158667,19.7,,ON,69,6,23,,,-4,,2008,-1.7
-79.395,43.62861111111111,-1.9,M,83,,,,TORONTO CITY CENTRE,M,0,64,2008-02-07 00:00:00,7,,2,,,,,6158667.2008.2.7,,,6158667,22.4,,ON,50,2,0,,,-6.9,,2008,-4.4
-79.395,43.62861111111111,0.8,M,91,,,,TORONTO CITY CENTRE,M,0,71,2008-02-08 00:00:00,8,,2,,,,,6158667.2008.2.8,,,6158667,19.6,,ON,0,0,0,,,-3.9,,2008,-1.6
-79.395,43.62861111111111,3.1,M,96,,,,TORONTO CITY CENTRE,M,0,74,2008-02-09 00:00:00,9,,2,,,,,6158667.2008.2.9,,,6158667,16.5,,ON,57,23,6.5,,,-0.2,,2008,1.5
-79.395,43.62861111111111,1,M,89,,,,TORONTO CITY CENTRE,M,0,50,2008-02-10 00:00:00,10,,2,,,,,6158667.2008.2.10,,,6158667,25.3,,ON,82,29,0,,,-15.6,,2008,-7.3
-79.395,43.62861111111111,-7.8,M,78,,,,TORONTO CITY CENTRE,M,0,61,2008-02-11 00:00:00,11,,2,,,,,6158667.2008.2.11,,,6158667,29.8,,ON,70,25,0,,,-15.7,,2008,-11.8
-79.395,43.62861111111111,-2,M,92,,,,TORONTO CITY CENTRE,M,0,69,2008-02-12 00:00:00,12,,2,,,,,6158667.2008.2.12,,,6158667,25.3,,ON,63,6,4,,,-12.5,,2008,-7.3
-79.395,43.62861111111111,-0.9,M,92,,,,TORONTO CITY CENTRE,M,0,58,2008-02-13 00:00:00,13,,2,,,,,6158667.2008.2.13,,,6158667,22.4,,ON,35,32,1,,,-7.9,,2008,-4.4
-79.395,43.62861111111111,0.9,M,75,,,,TORONTO CITY CENTRE,M,0,65,2008-02-14 00:00:00,14,,2,,,,,6158667.2008.2.14,,,6158667,20.1,,ON,52,21,0,,,-5.1,,2008,-2.1
-79.395,43.62861111111111,0.9,M,89,,,,TORONTO CITY CENTRE,M,0,50,2008-02-15 00:00:00,15,,2,,,,,6158667.2008.2.15,,,6158667,21.3,,ON,44,25,0,,,-7.4,,2008,-3.3
-79.395,43.62861111111111,-2.8,M,77,,,,TORONTO CITY CENTRE,M,0,47,2008-02-16 00:00:00,16,,2,,,,,6158667.2008.2.16,,,6158667,23.4,,ON,35,25,0,,,-8,,2008,-5.4
-79.395,43.62861111111111,6.6,M,98,,,,TORONTO CITY CENTRE,M,0,70,2008-02-17 00:00:00,17,,2,,,,,6158667.2008.2.17,,,6158667,17.3,,ON,39,2,14.5,,,-5.3,,2008,0.7
-79.395,43.62861111111111,5.7,M,100,,,,TORONTO CITY CENTRE,M,0,62,2008-02-18 00:00:00,18,,2,,,,,6158667.2008.2.18,,,6158667,16.9,,ON,74,23,2.5,,,-3.5,,2008,1.1
-79.395,43.62861111111111,-3.5,M,81,,,,TORONTO CITY CENTRE,M,0,62,2008-02-19 00:00:00,19,,2,,,,,6158667.2008.2.19,,,6158667,23.5,,ON,61,27,0,,,-7.5,,2008,-5.5
-79.395,43.62861111111111,-5.6,M,73,,,,TORONTO CITY CENTRE,M,0,54,2008-02-20 00:00:00,20,,2,,,,,6158667.2008.2.20,,,6158667,26.2,,ON,46,27,0,,,-10.7,,2008,-8.2
-79.395,43.62861111111111,-4.2,M,72,,,,TORONTO CITY CENTRE,M,0,48,2008-02-21 00:00:00,21,,2,,,,,6158667.2008.2.21,,,6158667,25.6,,ON,37,28,0,,,-10.9,,2008,-7.6
-79.395,43.62861111111111,-1.2,M,86,,,,TORONTO CITY CENTRE,M,0,55,2008-02-22 00:00:00,22,,2,,,,,6158667.2008.2.22,,,6158667,20.8,,ON,0,0,0.5,,,-4.3,,2008,-2.8
-79.395,43.62861111111111,-0.7,M,74,,,,TORONTO CITY CENTRE,M,0,51,2008-02-23 00:00:00,23,,2,,,,,6158667.2008.2.23,,,6158667,22.5,,ON,0,0,0,,,-8.3,,2008,-4.5
-79.395,43.62861111111111,1.5,M,77,,,,TORONTO CITY CENTRE,M,0,55,2008-02-24 00:00:00,24,,2,,,,,6158667.2008.2.24,,,6158667,20.4,,ON,37,24,0.5,,,-6.3,,2008,-2.4
-79.395,43.62861111111111,2,M,80,,,,TORONTO CITY CENTRE,M,0,71,2008-02-25 00:00:00,25,,2,,,,,6158667.2008.2.25,,,6158667,19,,ON,46,22,0,,,-3.9,,2008,-1
-79.395,43.62861111111111,1.4,M,90,,,,TORONTO CITY CENTRE,M,0,61,2008-02-26 00:00:00,26,,2,,,,,6158667.2008.2.26,,,6158667,20.8,,ON,48,34,1,,,-6.9,,2008,-2.8
-79.395,43.62861111111111,-6.9,M,59,,,,TORONTO CITY CENTRE,M,0,45,2008-02-27 00:00:00,27,,2,E,E,,,6158667.2008.2.27,,,6158667,28.8,,ON,54,33,0,,,-14.6,,2008,-10.8
-79.395,43.62861111111111,-8.9,M,58,,,,TORONTO CITY CENTRE,M,0,40,2008-02-28 00:00:00,28,,2,,,,,6158667.2008.2.28,,,6158667,30.8,,ON,33,27,0,,,-16.6,,2008,-12.8
-79.395,43.62861111111111,1.7,M,95,,,,TORONTO CITY CENTRE,M,0,56,2008-02-29 00:00:00,29,,2,,,,,6158667.2008.2.29,,,6158667,23.3,,ON,44,9,3,,,-12.3,,2008,-5.3
-79.395,43.62861111111111,1.3,M,94,,,,TORONTO CITY CENTRE,M,0,54,2008-03-01 00:00:00,1,,3,,,,,6158667.2008.3.1,,,6158667,19.3,,ON,56,30,0,,,-3.9,,2008,-1.3
-79.395,43.62861111111111,1.6,M,77,,,,TORONTO CITY CENTRE,M,0,58,2008-03-02 00:00:00,2,,3,,,,,6158667.2008.3.2,,,6158667,18.9,,ON,35,9,0.5,,,-3.4,,2008,-0.9
-79.395,43.62861111111111,8.5,M,97,,,,TORONTO CITY CENTRE,M,0,66,2008-03-03 00:00:00,3,,3,,,,,6158667.2008.3.3,,,6158667,13.3,,ON,41,24,3,,,0.9,,2008,4.7
-79.395,43.62861111111111,1.1,M,87,,,,TORONTO CITY CENTRE,M,0,46,2008-03-04 00:00:00,4,,3,,,,,6158667.2008.3.4,,,6158667,19.5,,ON,63,6,5.5,,,-4,,2008,-1.5
-79.395,43.62861111111111,0.8,M,85,,,,TORONTO CITY CENTRE,M,0,54,2008-03-05 00:00:00,5,,3,,,,,6158667.2008.3.5,,,6158667,20.5,,ON,48,5,6.5,,,-5.8,,2008,-2.5
-79.395,43.62861111111111,2.7,M,87,,,,TORONTO CITY CENTRE,M,0,74,2008-03-06 00:00:00,6,,3,E,E,,,6158667.2008.3.6,,,6158667,17.6,,ON,41,23,0,,,-1.9,,2008,0.4
-79.395,43.62861111111111,0.9,M,86,,,,TORONTO CITY CENTRE,M,0,57,2008-03-07 00:00:00,7,,3,,,,,6158667.2008.3.7,,,6158667,20,,ON,37,3,1,,,-4.8,,2008,-2
-79.395,43.62861111111111,-4.2,M,84,,,,TORONTO CITY CENTRE,M,0,68,2008-03-08 00:00:00,8,,3,,,,,6158667.2008.3.8,,,6158667,24.1,,ON,57,32,4,,,-7.9,,2008,-6.1
-79.395,43.62861111111111,-3,M,72,,,,TORONTO CITY CENTRE,M,0,57,2008-03-09 00:00:00,9,,3,,,,,6158667.2008.3.9,,,6158667,24.6,,ON,52,26,0,,,-10.1,,2008,-6.6
-79.395,43.62861111111111,-1,M,77,,,,TORONTO CITY CENTRE,M,0,54,2008-03-10 00:00:00,10,,3,,,,,6158667.2008.3.10,,,6158667,24.4,,ON,0,0,0,,,-11.8,,2008,-6.4
-79.395,43.62861111111111,1.2,M,88,,,,TORONTO CITY CENTRE,M,0,61,2008-03-11 00:00:00,11,,3,,,,,6158667.2008.3.11,,,6158667,21.2,,ON,50,22,0.5,,,-7.6,,2008,-3.2
-79.395,43.62861111111111,1.1,M,90,,,,TORONTO CITY CENTRE,M,0,40,2008-03-12 00:00:00,12,,3,,,,,6158667.2008.3.12,,,6158667,20.3,,ON,44,30,0,,,-5.7,,2008,-2.3
-79.395,43.62861111111111,1.5,M,88,,,,TORONTO CITY CENTRE,M,0,50,2008-03-13 00:00:00,13,,3,,,,,6158667.2008.3.13,,,6158667,20.2,,ON,57,9,1,,,-5.8,,2008,-2.2
-79.395,43.62861111111111,3.9,M,96,,,,TORONTO CITY CENTRE,M,0,83,2008-03-14 00:00:00,14,,3,,,,,6158667.2008.3.14,,,6158667,17.6,,ON,0,0,0,,,-3.1,,2008,0.4
-79.395,43.62861111111111,6,M,96,,,,TORONTO CITY CENTRE,M,0,51,2008-03-15 00:00:00,15,,3,,,,,6158667.2008.3.15,,,6158667,15.6,,ON,33,30,0,,,-1.2,,2008,2.4
-79.395,43.62861111111111,1.2,M,72,,,,TORONTO CITY CENTRE,M,0,49,2008-03-16 00:00:00,16,,3,,,,,6158667.2008.3.16,,,6158667,18.8,,ON,44,32,0,,,-2.8,,2008,-0.8
-79.395,43.62861111111111,0.4,M,72,,,,TORONTO CITY CENTRE,M,0,47,2008-03-17 00:00:00,17,,3,,,,,6158667.2008.3.17,,,6158667,20.3,,ON,44,1,0,,,-4.9,,2008,-2.3
-79.395,43.62861111111111,3,M,94,,,,TORONTO CITY CENTRE,M,0,70,2008-03-18 00:00:00,18,,3,,,,,6158667.2008.3.18,,,6158667,16.3,,ON,48,7,4.5,,,0.3,,2008,1.7
-79.395,43.62861111111111,4.8,M,96,,,,TORONTO CITY CENTRE,M,0,68,2008-03-19 00:00:00,19,,3,,,,,6158667.2008.3.19,,,6158667,14.5,,ON,39,34,8,,,2.1,,2008,3.5
-79.395,43.62861111111111,3.2,M,74,,,,TORONTO CITY CENTRE,M,0,47,2008-03-20 00:00:00,20,,3,,,,,6158667.2008.3.20,,,6158667,17.4,,ON,70,30,0.5,,,-2.1,,2008,0.6
-79.395,43.62861111111111,1.3,M,63,,,,TORONTO CITY CENTRE,M,0,32,2008-03-21 00:00:00,21,,3,,,,,6158667.2008.3.21,,,6158667,19.3,,ON,46,33,0,,,-3.9,,2008,-1.3
-79.395,43.62861111111111,1.1,M,57,,,,TORONTO CITY CENTRE,M,0,25,2008-03-22 00:00:00,22,,3,,,,,6158667.2008.3.22,,,6158667,20.3,,ON,39,2,0,,,-5.7,,2008,-2.3
-79.395,43.62861111111111,0.3,M,74,,,,TORONTO CITY CENTRE,M,0,32,2008-03-23 00:00:00,23,,3,,,,,6158667.2008.3.23,,,6158667,20.3,,ON,32,30,0,,,-4.9,,2008,-2.3
-79.395,43.62861111111111,-0.2,M,82,,,,TORONTO CITY CENTRE,M,0,41,2008-03-24 00:00:00,24,,3,,,,,6158667.2008.3.24,,,6158667,21.2,,ON,0,0,0.5,,,-6.1,,2008,-3.2
-79.395,43.62861111111111,3.3,M,90,,,,TORONTO CITY CENTRE,M,0,62,2008-03-25 00:00:00,25,,3,,,,,6158667.2008.3.25,,,6158667,17.9,,ON,74,21,5.5,,,-3.2,,2008,0.1
-79.395,43.62861111111111,5.9,M,86,,,,TORONTO CITY CENTRE,M,0,42,2008-03-26 00:00:00,26,,3,E,E,,,6158667.2008.3.26,,,6158667,14.4,,ON,44,29,0.5,,,1.3,,2008,3.6
-79.395,43.62861111111111,4.2,M,81,,,,TORONTO CITY CENTRE,M,0,61,2008-03-27 00:00:00,27,,3,,,,,6158667.2008.3.27,,,6158667,15.8,,ON,0,0,0,,,0.1,,2008,2.2
-79.395,43.62861111111111,4,M,58,,,,TORONTO CITY CENTRE,M,0,39,2008-03-28 00:00:00,28,,3,,,,,6158667.2008.3.28,,,6158667,17,,ON,39,34,0,,,-2,,2008,1
-79.395,43.62861111111111,-0.1,M,65,,,,TORONTO CITY CENTRE,M,0,39,2008-03-29 00:00:00,29,,3,,,,,6158667.2008.3.29,,,6158667,19.7,,ON,0,0,0,,,-3.2,,2008,-1.7
-79.395,43.62861111111111,5,M,72,,,,TORONTO CITY CENTRE,M,0,40,2008-03-30 00:00:00,30,,3,,,,,6158667.2008.3.30,,,6158667,16.1,,ON,59,7,0.5,,,-1.3,,2008,1.9
-79.395,43.62861111111111,6.5,M,94,,,,TORONTO CITY CENTRE,M,0,66,2008-03-31 00:00:00,31,,3,,,,,6158667.2008.3.31,,,6158667,13.3,,ON,0,0,11.5,,,2.8,,2008,4.7
-79.395,43.62861111111111,13.2,M,94,,,,TORONTO CITY CENTRE,M,0,53,2008-04-01 00:00:00,1,,4,,,,,6158667.2008.4.1,,,6158667,11.4,,ON,89,27,1.5,,,-0.1,,2008,6.6
-79.395,43.62861111111111,5.6,M,75,,,,TORONTO CITY CENTRE,M,0,32,2008-04-02 00:00:00,2,,4,,,,,6158667.2008.4.2,,,6158667,16.5,,ON,44,28,0,,,-2.6,,2008,1.5
-79.395,43.62861111111111,5.8,M,79,,,,TORONTO CITY CENTRE,M,0,36,2008-04-03 00:00:00,3,,4,,,,,6158667.2008.4.3,,,6158667,16.1,,ON,0,0,0,,,-2,,2008,1.9
-79.395,43.62861111111111,6.2,M,88,,,,TORONTO CITY CENTRE,M,0,60,2008-04-04 00:00:00,4,,4,,,,,6158667.2008.4.4,,,6158667,13.7,,ON,46,5,7,,,2.4,,2008,4.3
-79.395,43.62861111111111,10.4,M,83,,,,TORONTO CITY CENTRE,M,0,58,2008-04-05 00:00:00,5,,4,,,,,6158667.2008.4.5,,,6158667,12.6,,ON,0,0,0,,,0.4,,2008,5.4
-79.395,43.62861111111111,9.7,M,75,,,,TORONTO CITY CENTRE,M,0,47,2008-04-06 00:00:00,6,,4,,,,,6158667.2008.4.6,,,6158667,11.1,,ON,50,7,0.5,,,4,,2008,6.9
-79.395,43.62861111111111,9,M,82,,,,TORONTO CITY CENTRE,M,0,68,2008-04-07 00:00:00,7,,4,,,,,6158667.2008.4.7,,,6158667,11.1,,ON,50,6,0,,,4.8,,2008,6.9
-79.395,43.62861111111111,13.8,M,86,,,,TORONTO CITY CENTRE,M,0,60,2008-04-08 00:00:00,8,,4,,,,,6158667.2008.4.8,,,6158667,8.9,,ON,41,7,0,,,4.3,,2008,9.1
-79.395,43.62861111111111,17.5,M,90,,,,TORONTO CITY CENTRE,M,0,50,2008-04-09 00:00:00,9,,4,,,,,6158667.2008.4.9,,,6158667,6,,ON,57,29,3.5,,,6.4,,2008,12
-79.395,43.62861111111111,8.8,M,81,,,,TORONTO CITY CENTRE,M,0,57,2008-04-10 00:00:00,10,,4,,,,,6158667.2008.4.10,,,6158667,11.9,,ON,46,1,0,,,3.4,,2008,6.1
-79.395,43.62861111111111,5.8,M,92,,,,TORONTO CITY CENTRE,M,0,80,2008-04-11 00:00:00,11,,4,,,,,6158667.2008.4.11,,,6158667,13.9,,ON,70,7,18,,,2.3,,2008,4.1
-79.395,43.62861111111111,7.7,M,95,,,,TORONTO CITY CENTRE,M,0,77,2008-04-12 00:00:00,12,,4,,,,,6158667.2008.4.12,,,6158667,12.7,,ON,37,5,7.5,,,2.8,,2008,5.3
-79.395,43.62861111111111,7.7,M,77,,,,TORONTO CITY CENTRE,M,0,42,2008-04-13 00:00:00,13,,4,E,E,,,6158667.2008.4.13,,,6158667,13,,ON,39,4,2,,,2.3,,2008,5
-79.395,43.62861111111111,10.1,M,61,,,,TORONTO CITY CENTRE,M,0,29,2008-04-14 00:00:00,14,,4,,,,,6158667.2008.4.14,,,6158667,11.4,,ON,37,36,0,,,3,,2008,6.6
-79.395,43.62861111111111,10.4,M,79,,,,TORONTO CITY CENTRE,M,0,32,2008-04-15 00:00:00,15,,4,,,,,6158667.2008.4.15,,,6158667,12.7,,ON,32,17,0,,,0.2,,2008,5.3
-79.395,43.62861111111111,11.5,M,82,,,,TORONTO CITY CENTRE,M,0,45,2008-04-16 00:00:00,16,,4,,,,,6158667.2008.4.16,,,6158667,11,,ON,32,18,0,,,2.4,,2008,7
-79.395,43.62861111111111,19.2,M,78,,,,TORONTO CITY CENTRE,M,0,42,2008-04-17 00:00:00,17,,4,,,,,6158667.2008.4.17,,,6158667,6.2,,ON,0,0,0,,,4.4,,2008,11.8
-79.395,43.62861111111111,17,M,85,,,,TORONTO CITY CENTRE,M,0,53,2008-04-18 00:00:00,18,,4,,,,,6158667.2008.4.18,,,6158667,6.4,,ON,0,0,0.5,,,6.2,,2008,11.6
-79.395,43.62861111111111,20.9,M,84,,,,TORONTO CITY CENTRE,M,0,43,2008-04-19 00:00:00,19,,4,,,,,6158667.2008.4.19,,,6158667,4.1,,ON,48,7,0,,,6.8,,2008,13.9
-79.395,43.62861111111111,17.7,M,80,,,,TORONTO CITY CENTRE,M,0,54,2008-04-20 00:00:00,20,,4,,,,,6158667.2008.4.20,,,6158667,5.3,,ON,46,8,0.5,,,7.6,,2008,12.7
-79.395,43.62861111111111,16.5,M,82,,,,TORONTO CITY CENTRE,M,0,62,2008-04-21 00:00:00,21,,4,,,,,6158667.2008.4.21,,,6158667,4.3,,ON,32,5,0,,,10.8,,2008,13.7
-79.395,43.62861111111111,18.7,M,86,,,,TORONTO CITY CENTRE,M,0,63,2008-04-22 00:00:00,22,,4,,,,,6158667.2008.4.22,,,6158667,5.2,,ON,0,0,0,,,6.8,,2008,12.8
-79.395,43.62861111111111,21.7,M,83,,,,TORONTO CITY CENTRE,M,0,24,2008-04-23 00:00:00,23,,4,,,,,6158667.2008.4.23,,,6158667,2.6,,ON,46,33,2.5,,,9.1,,2008,15.4
-79.395,43.62861111111111,17.3,M,50,,,,TORONTO CITY CENTRE,M,0,27,2008-04-24 00:00:00,24,,4,,,,,6158667.2008.4.24,,,6158667,5.3,,ON,0,0,0,,,8.1,,2008,12.7
-79.395,43.62861111111111,13.3,M,66,,,,TORONTO CITY CENTRE,M,0,43,2008-04-25 00:00:00,25,,4,,,,,6158667.2008.4.25,,,6158667,6.8,,ON,37,7,0,,,9.1,,2008,11.2
-79.395,43.62861111111111,19.9,M,85,,,,TORONTO CITY CENTRE,M,0,48,2008-04-26 00:00:00,26,,4,,,,,6158667.2008.4.26,,,6158667,4.8,,ON,37,29,0,,,6.5,,2008,13.2
-79.395,43.62861111111111,17,M,86,,,,TORONTO CITY CENTRE,M,0,37,2008-04-27 00:00:00,27,,4,,,,,6158667.2008.4.27,,,6158667,7,,ON,35,4,0,,,4.9,,2008,11
-79.395,43.62861111111111,11.3,M,81,,,,TORONTO CITY CENTRE,M,0,43,2008-04-28 00:00:00,28,,4,,,,,6158667.2008.4.28,,,6158667,10.9,,ON,50,35,6.5,,,2.8,,2008,7.1
-79.395,43.62861111111111,10.1,M,70,,,,TORONTO CITY CENTRE,M,0,44,2008-04-29 00:00:00,29,,4,,,,,6158667.2008.4.29,,,6158667,12.4,,ON,44,35,0,,,1,,2008,5.6
-79.395,43.62861111111111,9.3,M,76,,,,TORONTO CITY CENTRE,M,0,41,2008-04-30 00:00:00,30,,4,,,,,6158667.2008.4.30,,,6158667,13.1,,ON,41,20,0,,,0.4,,2008,4.9
-79.395,43.62861111111111,8.9,M,87,,,,TORONTO CITY CENTRE,M,0,44,2008-05-01 00:00:00,1,,5,,,,,6158667.2008.5.1,,,6158667,12.4,,ON,46,1,5,,,2.2,,2008,5.6
-79.395,43.62861111111111,8.6,M,92,,,,TORONTO CITY CENTRE,M,0,85,2008-05-02 00:00:00,2,,5,,,,,6158667.2008.5.2,,,6158667,10.3,,ON,65,7,6,,,6.8,,2008,7.7
-79.395,43.62861111111111,14.6,M,99,,,,TORONTO CITY CENTRE,M,0,83,2008-05-03 00:00:00,3,,5,,,,,6158667.2008.5.3,,,6158667,7.1,,ON,69,28,11,,,7.2,,2008,10.9
-79.395,43.62861111111111,14.6,M,93,,,,TORONTO CITY CENTRE,M,0,36,2008-05-04 00:00:00,4,,5,,,,,6158667.2008.5.4,,,6158667,7.7,,ON,50,29,1.5,,,6,,2008,10.3
-79.395,43.62861111111111,16.2,M,84,,,,TORONTO CITY CENTRE,M,0,45,2008-05-05 00:00:00,5,,5,,,,,6158667.2008.5.5,,,6158667,7.7,,ON,48,23,0,,,4.4,,2008,10.3
-79.395,43.62861111111111,13.3,M,67,,,,TORONTO CITY CENTRE,M,0,33,2008-05-06 00:00:00,6,,5,,,,,6158667.2008.5.6,,,6158667,8.2,,ON,39,34,0,,,6.3,,2008,9.8
-79.395,43.62861111111111,12.8,M,96,,,,TORONTO CITY CENTRE,M,0,47,2008-05-07 00:00:00,7,,5,,,,,6158667.2008.5.7,,,6158667,7.5,,ON,37,7,3,,,8.2,,2008,10.5
-79.395,43.62861111111111,14.4,M,88,,,,TORONTO CITY CENTRE,M,0,50,2008-05-08 00:00:00,8,,5,,,,,6158667.2008.5.8,,,6158667,7.2,,ON,44,30,1.5,,,7.2,,2008,10.8
-79.395,43.62861111111111,12.8,M,69,,,,TORONTO CITY CENTRE,M,0,47,2008-05-09 00:00:00,9,,5,,,,,6158667.2008.5.9,,,6158667,7.4,,ON,54,8,0.5,,,8.3,,2008,10.6
